college,rank_2024,rank_2023,gender,caste,branch_code,branch,college_code,students_per_class,fee,seat_category
IIT Patna,2977,689,M,ST,B.Tech,B. Tech. (CSE) and M.Tech in CSE (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,ST
IIT Patna,3964,1629,M,General,B.Tech,B. Tech. (CSE) and M.Tech in CSE (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General
IIT Patna,1252,407,M,General,B.Tech,B. Tech. (CSE) and M.Tech in CSE (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General
IIT Patna,733,6601,M,General (PwD),B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General (PwD)
IIT Patna,13404,14128,F,EWS,B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,EWS
IIT Patna,22320,949,F,EWS,B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,EWS
IIT Patna,2075,2573,M,OBC-NCL,B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,3967,6104,M,OBC-NCL,B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,5052,1910,M,SC,B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,SC
IIT Patna,9291,674,F,SC,B.Tech,B. Tech. (ECE) -M. Tech. in VLSI (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,SC
IIT Patna,2587,8290,M,ST,B.Tech,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,ST
IIT Patna,4292,14323,F,ST,B.Tech,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,ST
IIT Patna,1105,1294,F,General,B.Tech,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General
IIT Patna,1699,3225,F,General,B.Tech,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General
IIT Patna,3074,6284,F,General (PwD),B.Tech,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General (PwD)
IIT Patna,7171,1980,M,EWS,B.Tech,B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,EWS
IIT Patna,36,5290,M,EWS,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,EWS
IIT Patna,124,10103,M,OBC-NCL,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,425,816,M,OBC-NCL,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,1301,2420,F,SC,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,SC
IIT Patna,1117,5409,M,SC,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,SC
IIT Patna,2975,1432,F,ST,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,ST
IIT Patna,100,670,M,General,B.Tech,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General
IIT Patna,681,10914,F,General,B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General
IIT Patna,1887,18073,M,General (PwD),B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,General (PwD)
IIT Patna,404,1820,M,EWS,B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,EWS
IIT Patna,444,4254,M,EWS,B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,EWS
IIT Patna,10343,9009,M,OBC-NCL,B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,20599,2470,F,OBC-NCL,B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,1679,1288,F,SC,B.Tech,B. Tech. (ME) - M. Tech. in Mechatronics (5 Years of B.Tech. + M.Tech./MS (Dual Degree)),IIT,126,50000,SC
IIT Patna,4419,11335,F,SC,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,SC
IIT Patna,4834,17366,F,ST,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,ST
IIT Patna,7900,1907,F,General,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,General
IIT Patna,2770,4433,M,General,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,General
IIT Patna,3751,8881,M,EWS,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,EWS
IIT Patna,1489,2667,M,EWS,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,EWS
IIT Patna,6191,1525,F,OBC-NCL,B.Tech,B. Tech. (ME) - MBA (NITIE) (5 Years of Bachelor of Technology and MBA (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,13353,6695,F,OBC-NCL,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,OBC-NCL
IIT Patna,291,11739,M,SC,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,SC
IIT Patna,998,1081,F,SC,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,SC
IIT Patna,2289,2527,M,ST,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,ST
IIT Patna,2695,1900,M,ST,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,ST
IIT Patna,6611,2463,M,General,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,General
IIT Patna,1595,677,F,General,B.Tech,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,50000,General
IIT Patna,2763,13933,F,General (PwD),CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,50000,General (PwD)
IIT Patna,876,20210,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,50000,EWS
IIT Patna,1446,2326,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,EWS
IIT Patna,5196,3636,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,OBC-NCL
IIT Patna,12036,5271,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,OBC-NCL
IIT Patna,290,8723,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,SC
IIT Patna,833,2733,F,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,SC
IIT Patna,1874,3769,F,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,ST
IIT Patna,2142,1225,M,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,ST
IIT Patna,5603,1554,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,84,50000,General
IIT Patna,1299,15032,M,General,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,General
IIT Patna,2041,23155,M,EWS,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,EWS
IIT Patna,799,2560,M,OBC-NCL,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,OBC-NCL
IIT Patna,1372,4083,M,SC,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,SC
IIT Patna,11144,5568,F,SC,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,SC
IIT Patna,20579,9038,F,ST,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,ST
IIT Patna,1958,3070,F,General,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,General
IIT Patna,3768,3894,M,General,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,General
IIT Patna,5127,1336,M,EWS,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,EWS
IIT Patna,9190,351,F,EWS,CHE,Chemical Science and Technology (4 Years of Bachelor of Technology),IIT,84,50000,EWS
IIT Patna,2806,15295,F,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,84,50000,OBC-NCL
IIT Patna,4290,22884,F,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,84,50000,OBC-NCL
IIT Patna,1376,2416,F,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,84,50000,SC
IIT Patna,824,3853,F,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,84,50000,SC
IIT Patna,4575,5526,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,50000,ST
IIT Patna,9830,8807,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,50000,ST
IIT Patna,180,2835,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,50000,General
IIT Patna,679,4230,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,50000,General
IIT Patna,1658,1106,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,50000,EWS
IIT Patna,1939,1532,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,50000,EWS
IIT Patna,4568,2811,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,OBC-NCL
IIT Patna,1187,5877,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,OBC-NCL
IIT Patna,2161,107,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,SC
IIT Patna,841,502,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,ST
IIT Patna,1361,1079,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,ST
IIT Patna,10000,1172,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,General
IIT Patna,19361,2391,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,50000,General
IIT Patna,378,3,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,1620,638,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,3362,1396,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,3999,337,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,8469,654,M,OBC-NCL (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL (PwD)
IIT Patna,2320,7359,M,SC,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,3905,14268,M,SC,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,1088,1043,M,ST,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,1770,2504,M,ST,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,14020,2608,M,General,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,22657,5138,M,General,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,2208,1676,M,EWS,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,4022,2085,M,EWS,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,5632,791,M,OBC-NCL,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,3031,1371,M,OBC-NCL,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,4324,5701,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,1324,11653,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,936,178,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,16381,856,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,19354,2055,F,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,296,2277,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,2926,4651,M,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,4599,1400,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,6968,2202,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,3792,531,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,1739,922,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,315,12977,F,General,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,7253,19769,M,General,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,13783,2265,M,EWS,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,1398,4195,M,EWS,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,2617,5534,F,OBC-NCL,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,3541,8292,F,OBC-NCL,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,7882,3247,M,SC,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,2148,4284,F,SC,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,3393,1253,M,ST,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,1229,472,M,ST,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,144,4749,M,General,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,4545,9085,M,General,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,10941,224,M,EWS,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,199,658,M,EWS,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,327,1661,M,OBC-NCL,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,805,2163,M,OBC-NCL,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,2059,4077,M,SC,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,2361,1349,F,SC,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,SC
IIT Patna,5463,1932,M,ST,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,1261,631,F,ST,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,ST
IIT Patna,2665,1347,F,General,MC,Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,748,11453,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,42,78000,General
IIT Patna,1253,19193,F,General (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,42,78000,General (PwD)
IIT Patna,10427,1828,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,18537,3421,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,42,78000,EWS
IIT Patna,1817,4269,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,42,78000,OBC-NCL
IIT Patna,3547,8324,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Patna,4745,2492,M,OBC-NCL (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL (PwD)
IIT Patna,8781,3913,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Patna,2535,1061,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Patna,4418,282,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Patna,1137,16253,M,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Patna,6148,23287,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Patna,13655,2603,F,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Patna,338,4508,F,General (PwD),MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General (PwD)
IIT Patna,314,6079,M,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Patna,1109,3320,M,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Patna,2429,4531,M,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Patna,2884,1357,F,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Patna,6779,543,M,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,1475,20728,M,SC,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,SC
IIT Roorkee,2823,21477,M,ST,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,ST
IIT Roorkee,457,241,M,ST,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,ST
IIT Roorkee,1122,3772,F,General,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,General
IIT Roorkee,481,4440,M,General,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,General
IIT Roorkee,1697,7288,M,EWS,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,EWS
IIT Roorkee,18,7302,F,EWS,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,EWS
IIT Roorkee,93,3182,M,OBC-NCL,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,OBC-NCL
IIT Roorkee,90,3126,M,OBC-NCL,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,OBC-NCL
IIT Roorkee,395,156,M,SC,ARCH,Architecture (5 Years of Bachelor of Architecture),IIT,126,78000,SC
IIT Roorkee,236,8689,M,SC,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,783,14672,M,ST,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Roorkee,8,1421,M,ST,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Roorkee,144,2965,M,General,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Roorkee,472,3899,M,General,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Roorkee,10,7030,M,EWS,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Roorkee,75,2227,M,EWS,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Roorkee,229,3767,F,OBC-NCL,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Roorkee,678,1265,F,OBC-NCL,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Roorkee,2114,50,M,SC,BB,Biosciences and Bioengineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,49,5015,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,132,9914,M,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Roorkee,477,889,M,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Roorkee,402,2223,F,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Roorkee,1105,2465,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Roorkee,226,4966,F,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Roorkee,677,1424,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Roorkee,103,2408,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Roorkee,326,758,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Roorkee,5224,1340,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,10847,12928,M,SC,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,SC
IIT Roorkee,931,19020,F,ST,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,ST
IIT Roorkee,2084,1994,M,ST,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,ST
IIT Roorkee,2552,3379,M,General,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,General
IIT Roorkee,4949,5331,F,General,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,General
IIT Roorkee,1879,8298,M,EWS,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,EWS
IIT Roorkee,3203,2888,M,EWS,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,EWS
IIT Roorkee,1009,4439,M,OBC-NCL,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,OBC-NCL
IIT Roorkee,1992,1110,M,OBC-NCL,CHE,Chemical Sciences (5 Years of Bachelor of Science and Master of Science (Dual Degree)),IIT,126,78000,OBC-NCL
IIT Roorkee,6036,7100,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,148,12904,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,191,1229,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Roorkee,370,2555,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,ST
IIT Roorkee,1042,3026,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Roorkee,15,5793,F,General,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General
IIT Roorkee,989,1626,M,General (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,General (PwD)
IIT Roorkee,2893,2919,F,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Roorkee,84,422,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,EWS
IIT Roorkee,560,1136,F,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Roorkee,1402,412,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL
IIT Roorkee,298,1165,F,OBC-NCL (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,126,78000,OBC-NCL (PwD)
IIT Roorkee,654,28,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,7,155,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC
IIT Roorkee,1424,70,M,SC (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,126,78000,SC (PwD)
